"","Name","Total","Rank","Award","Year"
"2394","Clemens Cap",11,91,NA,1982
"2395","Walter Fimml",11,91,NA,1982
"2396","Jonas Hansbo",11,91,NA,1982
"2397","Maria Cristina Pereyra",11,91,NA,1982
"2398","Amrane Ait",10,96,NA,1982
"2399","Kenneth Ross",10,96,NA,1982
"2400","Paulo Sergio Vieira de Brito",10,96,NA,1982
"2401","Badamsuren Garamhandin",10,96,NA,1982
"2402","Moisés Lejter",10,96,NA,1982
"2403","Wilson Castrellón",9,101,NA,1982
"2404","Stelios Smyrnakis",9,101,NA,1982
"2405","Faten Zghal",8,103,NA,1982
"2406","Patrick Dewilde",7,104,NA,1982
"2407","Alejandro Bandinez O'Farrill",7,104,NA,1982
"2408","Nadhem Meziou",7,104,NA,1982
"2409","Ricardo Vélez",4,107,NA,1982
"2410","Rodrigo Calderón",3,108,NA,1982
"2411","Alberto Jiménez Moreno",3,108,NA,1982
"2412","Ibtissem Tanoubi",3,108,NA,1982
"2413","? Tahi",2,111,NA,1982
"2414","Bernard Philips",2,111,NA,1982
"2415","Al-Hassan Ahmed Sulaiman",2,111,NA,1982
"2416","Hassan Adel Ahmed",1,114,NA,1982
"2417","Abbas Sulaiman",1,114,NA,1982
"2418","Sonia Somrani",1,114,NA,1982
"2419","Edgar Brown",1,114,NA,1982
"2420","Braulio de Abreu",1,114,NA,1982
"2421","Hussain Sulaiman",0,119,NA,1982
"2422","Bernhard Leeb",42,1,"Gold, Special prize",1983
"2423","Michael Stoll",42,1,"Gold",1983
"2424","Frank Wagner",42,1,"Gold",1983
"2425","Léonide Parnovski",42,1,"Gold",1983
"2426","Daniel Grieser",39,5,"Gold",1983
"2427","Nicolae Mandache",39,5,"Gold",1983
"2428","Jiří Sgall",38,7,"Gold",1983
"2429","Daan Krammer",38,7,"Gold",1983
"2430","Michael Reid",38,7,"Gold",1983
"2431","Diko Mikhov",36,10,"Silver",1983
"2432","Igor Kříž",36,10,"Silver",1983
"2433","Gábor Megyesi",36,10,"Silver",1983
"2434","Douglas Jungreis",36,10,"Silver",1983
"2435","Bruno Haible",35,14,"Silver",1983
"2436","Victor Allis",35,14,"Silver",1983
"2437","Paul Nevile Balister",34,16,"Silver, Special prize",1983
"2438","Steven Newman",33,17,"Silver",1983
"2439","Gábor Hetyei",32,18,"Silver",1983
"2440","Gábor Tóth",32,18,"Silver",1983
"2441","Orest Bucicovski",32,18,"Silver",1983
"2442","Luca Dan Grecu",32,18,"Silver",1983
"2443","Dirk Vertigan",31,22,"Silver",1983
"2444","Richard Swarup Biswas",31,22,"Silver",1983
"2445","Trần Tuấn Hiệp",31,22,"Silver",1983
"2446","Philippe Kahn",30,25,"Silver",1983
"2447","Daniel Tuijnman",30,25,"Silver",1983
"2448","László Erdős",28,27,"Silver",1983
"2449","Igor Joukov",28,27,"Silver",1983
"2450","Jeremy Kahn",28,27,"Silver",1983
"2451","Trần Nam Dũng",28,27,"Silver",1983
"2452","Nguyễn Văn Lượng",28,27,"Silver",1983
"2453","Alexis Bonnet",27,32,"Silver",1983
"2454","Vladimir Bouritchenko",27,32,"Silver",1983
"2455","Alison McDonald",27,32,"Silver",1983
"2456","Menke Ubbens",26,35,"Silver",1983
"2457","Yanis Britals",26,35,"Silver",1983
"2458","Martin Piotte",25,37,"Bronze",1983
"2459","Vladimír Dančík",25,37,"Bronze",1983
"2460","Bernd Schmutzler",25,37,"Bronze, Special prize",1983
"2461","Stavros Garoufalidis",25,37,"Bronze",1983
"2462","Georges Panagopoulos",25,37,"Bronze",1983
"2463","Martin Weiss",25,37,"Bronze",1983
"2464","Alexandre Semionov",25,37,"Bronze",1983
"2465","José Carlos Simon Miranda",24,44,"Bronze",1983
"2466","Heikki Tuuri",24,44,"Bronze",1983
"2467","Alexander Clark",24,44,"Bronze",1983
"2468","Ivan Kolev Dimitrov",23,47,"Bronze",1983
"2469","Isvetan Motev",23,47,"Bronze",1983
"2470","Pavel Tadeev Glasnov",23,47,"Bronze",1983
"2471","Ingo Witt",23,47,"Bronze",1983
"2472","Tomasz Hrycak",23,47,"Bronze",1983
"2473","Michael Clase",22,52,"Bronze",1983
"2474","Abel Torres",22,52,"Bronze",1983
"2475","Jarkko Kari",22,52,"Bronze",1983
"2476","Jochen Lattermann",22,52,"Bronze",1983
"2477","Jerzy Marcinkowski",22,52,"Bronze",1983
"2478","Hoàng Ngọc Chiến",22,52,"Bronze",1983
"2479","Alair Pereira do Lago",21,58,"Bronze",1983
"2480","Ákos Magyar",21,58,"Bronze",1983
"2481","Jenő Törőcsik",21,58,"Bronze",1983
"2482","Cezary Juszczak",21,58,"Bronze",1983
"2483","Konstantine Kokase",21,58,"Bronze",1983
"2484","James Yeh",21,58,"Bronze",1983
"2485","Ehud Friedgut",20,64,"Bronze",1983
"2486","Nguyễn Việt Ba",20,64,"Bronze",1983
"2487","Roman Drnovšek",20,64,"Bronze",1983
"2488","Patric Östergard",19,67,"Bronze",1983
"2489","Olivier Lafitte",19,67,"Bronze",1983
"2490","Klaus Mohnke",19,67,"Bronze",1983
"2491","Axel Schüler",19,67,"Bronze",1983
"2492","Mor Amitai",19,67,"Bronze",1983
"2493","Phạm Thanh Phương",19,67,"Bronze",1983
"2494","Richard Moore",18,73,"Bronze",1983
"2495","Mihail Jotov",18,73,"Bronze",1983
"2496","Neale Ginsburg",18,73,"Bronze",1983
"2497","Paul Lescot",18,73,"Bronze",1983
"2498","Ivan Sajić",18,73,"Bronze",1983
"2499","William Rucklidge",17,78,"Bronze",1983
"2500","Jiří Witzany",17,78,"Bronze",1983
"2501","Ori Ganor",17,78,"Bronze",1983
"2502","Louis Funar",17,78,"Bronze",1983
"2503","Ivan Keglević",17,78,"Bronze",1983
"2504","Xaver Gubáš",16,83,"Bronze",1983
"2505","Efthimios Anagnostou",16,83,"Bronze",1983
"2506","Alexander Forman",16,83,"Bronze",1983
"2507","Andrei Ratiu",16,83,"Bronze",1983
"2508","Andrew Kepert",15,87,"Bronze",1983
"2509","Ney Diniz Brotas",15,87,"Bronze",1983
"2510","Thierry Bousch",15,87,"Bronze",1983
"2511","Ron Karidi",15,87,"Bronze",1983
"2512","John Steinke",15,87,"Bronze",1983
"2513","Marko Nedeljkov",15,87,"Bronze",1983
"2514","Mirjana Spasojević",15,87,"Bronze",1983
"2515","Galia Simeonova",14,94,NA,1983
"2516","Mike Molloy",14,94,NA,1983
"2517","François Sauvageot",14,94,NA,1983
"2518","Kerkko Luosto",13,97,NA,1983
"2519","Hanna Viertiö",13,97,NA,1983
"2520","Marek Gałecki",13,97,NA,1983
"2521","Roberto Selva",13,97,NA,1983
"2522","Pekka Lampio",12,101,NA,1983
"2523","Michael Eisele",12,101,NA,1983
"2524","Evangellos Tambakis",12,101,NA,1983
"2525","Ola Johansson",12,101,NA,1983
"2526","Christopher Watson",11,105,NA,1983
"2527","Peter Grandits",11,105,NA,1983
"2528","Andrzej Resztak",11,105,NA,1983
"2529","Adam Sikora",11,105,NA,1983
"2530","José Burillo",11,105,NA,1983
"2531","Torbjörn Söderberg",11,105,NA,1983
"2532","Michel Lesoinne",10,111,NA,1983
"2533","Fábio Tsuzuki",10,111,NA,1983
"2534","Marián Neamţu",10,111,NA,1983
"2535","Georges Pappas",10,111,NA,1983
"2536","Alexander Smorodnitzky",10,111,NA,1983
"2537","Jean-Jacques Duhr",10,111,NA,1983
"2538","Ronald Beekelaar",10,111,NA,1983
"2539","Klaus Kusche",9,118,NA,1983
"2540","Jörg Wenzel",9,118,NA,1983
"2541","Andreas Weigl",8,120,NA,1983
"2542","Kostantin Efthimiou",8,120,NA,1983
"2543","Wolfgang Jenkner",7,122,NA,1983
"2544","Martin Müller",7,122,NA,1983
"2545","Ernesto Sabogal",7,122,NA,1983
"2546","Khalil Benhssein",7,122,NA,1983
"2547","Noureddine Hamdane",7,122,NA,1983
"2548","Javier Diez",7,122,NA,1983
"2549","Jan-Erik Brundell",7,122,NA,1983
"2550","Peter Martinsson",7,122,NA,1983
"2551","Maher Tangour",7,122,NA,1983
"2552","David Baldwin",6,131,NA,1983
"2553","Jean-Pierre Bianchi",6,131,NA,1983
"2554","Pieter de Keyser",6,131,NA,1983
"2555","Eduardo Esteves",6,131,NA,1983
"2556","Bruce Sutherland",6,131,NA,1983
"2557","Youssef Islah",6,131,NA,1983
"2558","José Maranon",6,131,NA,1983
"2559","Ali Gzam",6,131,NA,1983
"2560","Stephen Tyler",5,139,NA,1983
"2561","Francois-Gabrie Knuts",5,139,NA,1983
"2562","Nasser Assem",5,139,NA,1983
"2563","Mohamed Chafik",5,139,NA,1983
"2564","Jan Isberg",5,139,NA,1983
"2565","Bo Nettelblads",5,139,NA,1983
"2566","Hickem Gaaloul",5,139,NA,1983
"2567","Ede Ijjasz",4,146,NA,1983
"2568","José Munoz",4,146,NA,1983
"2569","Nelson Gonzalez",4,146,NA,1983
"2570","Juan Carlos Sanchez",4,146,NA,1983
"2571","Bart de Smit",4,146,NA,1983
"2572","Mourad Besbes",4,146,NA,1983
"2573","Zoran Piličev",4,146,NA,1983
"2574","Peter Grabner",3,153,NA,1983
"2575","Bruno Torremans",3,153,NA,1983
"2576","Gilberto Salcedo",3,153,NA,1983
"2577","Claude Pommerell",3,153,NA,1983
"2578","Mark Bravington",3,153,NA,1983
"2579","Abdellah Mokrane",2,158,NA,1983
"2580","Abdelhamid Touimer",2,158,NA,1983
"2581","Wilson Castrellón",2,158,NA,1983
"2582","Ricardo Gomez",2,158,NA,1983
"2583","José Presa",2,158,NA,1983
"2584","Rodolfo Toledo",2,158,NA,1983
"2585","Ahmed Selmani",2,158,NA,1983
"2586","Chiraz Chaouch",2,158,NA,1983
"2587","Assaad Rekik",2,158,NA,1983
"2588","Ian Leary",2,158,NA,1983
"2589","Nadia Benblidia",1,168,NA,1983
"2590","Mourad Bourouis",1,168,NA,1983
"2591","Dirk Lamoen",1,168,NA,1983
"2592","Leda Braga",1,168,NA,1983
"2593","Wilmar Ariza",1,168,NA,1983
"2594","Pippino Nobile",1,168,NA,1983
"2595","Alessandro Silvetti",1,168,NA,1983
"2596","Hashim Abdulsamad",1,168,NA,1983
"2597","Faraj Al-Dihani",1,168,NA,1983
"2598","Bader Al-Harbi",1,168,NA,1983
"2599","Ebrahim Ismail",1,168,NA,1983
"2600","Rabah Souam",0,179,NA,1983
"2601","Abdelkader Yous",0,179,NA,1983
"2602","Fabio Michiorri",0,179,NA,1983
"2603","Fiorillo-Christiana Russo",0,179,NA,1983
"2604","Ettore Savoino",0,179,NA,1983
"2605","Alessandro Zappala",0,179,NA,1983
"2606","Nasser Al-Hajeri",0,179,NA,1983
"2607","Jami Qaddoumi",0,17,NA,1983
"2608","D. B. Mihov",42,1,"Gold",1984
"2609","Karin Gröger",42,1,"Gold",1984
"2610","Daniel Tătaru",42,1,"Gold",1984
"2611","Andrey Astrelin",42,1,"Gold",1984
"2612","Konstantin Ignatiev",42,1,"Gold",1984
"2613","Leonid Oridoroga",42,1,"Gold",1984
"2614","David Moews",42,1,"Gold",1984
"2615","Đàm Thanh Sơn",42,1,"Gold",1984
"2616","Vasil Borisov Daskalov",41,9,"Gold",1984
"2617","Fedor Nazarov",41,9,"Gold, Special prize",1984
"2618","Miklós Mócsy",40,12,"Gold",1984
"2619","Louis Funar",40,12,"Gold",1984
"2620","Evgeniy Abakumov",40,12,"Gold",1984
"2621","Paul Nevile Balister",40,9,"Gold",1984
"2622","Bernhard Leeb",38,15,"Silver",1984
"2623","Petru Mironescu",38,15,"Silver",1984
"2624","Pavel Tadeev Glasnov",37,17,"Silver",1984
"2625","Gábor Megyesi",37,17,"Silver",1984
"2626","Martin Weiss",37,17,"Silver",1984
"2627","D. Tubshinjargal",36,20,"Silver",1984
"2628","Nikolai Ivanov Chavdarov",35,21,"Silver",1984
"2629","Arnd Rösch",35,21,"Silver",1984
"2630","Zoltán Szabó",35,21,"Silver",1984
"2631","David Grabiner",35,21,"Silver",1984
"2632","Jiří Witzany",34,25,"Silver",1984
"2633","Géza Kós",34,25,"Silver",1984
"2634","R. Batdelger",34,25,"Silver",1984
"2635","Michael Reid",34,25,"Silver",1984
"2636","Michael Peake",33,29,"Silver",1984
"2637","Alexis Bonnet",32,30,"Silver",1984
"2638","A. Melas",31,31,"Silver",1984
"2639","B. Munhtur",31,31,"Silver",1984
"2640","Richard Swarup Biswas",31,31,"Silver",1984
"2641","Marcus George Moore",31,31,"Silver",1984
"2642","Arnfried Gebhardt",30,35,"Silver",1984
"2643","Jeremy Kahn",30,35,"Silver",1984
"2644","Steven Newman",30,35,"Silver",1984
"2645","Matthew John Richards",29,38,"Silver",1984
"2646","Michael Ulm",28,39,"Silver",1984
"2647","Ivan Kolev Dimitrov",28,39,"Silver",1984
"2648","Ákos Magyar",28,39,"Silver",1984
"2649","Jarosław Włodarczyk",28,39,"Silver",1984
"2650","Sergei Strukov",28,39,"Silver",1984
"2651","Laurent Lafforgue",27,44,"Silver",1984
"2652","Ingo Witt",27,44,"Silver",1984
"2653","Đỗ Quang Đại",27,44,"Silver",1984
"2654","Juraj Balász",26,47,"Silver",1984
"2655","Jan de Boer",26,47,"Silver",1984
"2656","Nguyễn Văn Hưng",26,47,"Silver",1984
"2657","Alan Blair",25,50,"Bronze",1984
"2658","Martin Grajcar",25,50,"Bronze",1984
"2659","Võ Thu Tùng",25,50,"Bronze",1984
"2660","Colin Stahlke",24,53,"Bronze",1984
"2661","John Rognes",24,53,"Bronze",1984
"2662","Andrzej Krzysztofowicz",24,53,"Bronze",1984
"2663","Radu Negulescu",24,53,"Bronze",1984
"2664","Douglas Davidson",24,53,"Bronze",1984
"2665","Juan Pereira",23,58,"Bronze",1984
"2666","Hagen von Eitzen",23,58,"Bronze",1984
"2667","Piotr Hajłasz",23,58,"Bronze",1984
"2668","Piotr Nowak-Przygodzki",23,58,"Bronze",1984
"2669","Nguyễn Thúc Anh",23,58,"Bronze",1984
"2670","E. Sere",22,63,"Bronze",1984
"2671","Marcel Cox",22,63,"Bronze",1984
"2672","Bart de Smit",22,63,"Bronze",1984
"2673","Adam Strzeboński",22,63,"Bronze",1984
"2674","Ian David Bede Stark",22,63,"Bronze",1984
"2675","Andrej Dujella",22,63,"Bronze",1984
"2676","Matthew Hardman",21,69,"Bronze",1984
"2677","Alberto Maçaaki Utsumi",21,21,"Bronze",1984
"2678","Martin Piotte",21,69,"Bronze",1984
"2679","Petros Hadjicostas",21,69,"Bronze",1984
"2680","Jörg Stahnke",21,69,"Bronze",1984
"2681","László Erdős",21,69,"Bronze",1984
"2682","Roman Drnovšek",21,69,"Bronze",1984
"2683","Michel Lesoinne",20,76,"Bronze",1984
"2684","Cláudio de Carvalho Chamon",20,76,"Bronze",1984
"2685","Cláudio José Morandini",20,76,"Bronze",1984
"2686","Marin Ivanov Marinov",20,76,"Bronze",1984
"2687","Ján Šefčík",20,76,"Bronze",1984
"2688","Michał Wojciechowski",20,76,"Bronze",1984
"2689","Stefan Kiechl",19,82,"Bronze",1984
"2690","Javier Pena",19,82,"Bronze",1984
"2691","Thierry Bousch",19,82,"Bronze",1984
"2692","Alexander Schmidt",19,82,"Bronze",1984
"2693","Youssef Islah",19,82,"Bronze",1984
"2694","Hans van Antwerpen",19,82,"Bronze",1984
"2695","Nguyễn Thị Minh Hà",19,82,"Bronze",1984
"2696","Helmut Kahlbacher",18,89,"Bronze",1984
"2697","Eckhard Müller",18,89,"Bronze",1984
"2698","C. Enhbold",18,89,"Bronze",1984
"2699","L. Ganbold",18,89,"Bronze",1984
"2700","Nicolae Suciu",18,89,"Bronze",1984
"2701","Nikola Lakić",18,89,"Bronze",1984
"2702","Aleksandar Marković",18,89,"Bronze",1984
"2703","A. Torres Montoya",17,96,"Bronze",1984
"2704","Oliver Geupel",17,96,"Bronze",1984
"2705","Andreas Wacker",17,96,"Bronze",1984
"2706","Jonathon Ennis",16,99,NA,1984
"2707","Philippe Alphonse",16,99,NA,1984
"2708","Romildo Gonçalves Valente",16,99,NA,1984
"2709","Mike Molloy",16,99,NA,1984
"2710","J. R. Presa Sague",16,99,NA,1984
"2711","Frédéric van der Plancke",15,104,NA,1984
"2712","Mike Bradley",15,104,NA,1984
"2713","Vo Minh Tue",15,104,NA,1984
"2714","Patrice Sauvalle",15,104,NA,1984
"2715","Ch. Vazouras",15,104,NA,1984
"2716","Michael Corin Harrison",15,104,NA,1984
"2717","K. Makhloufi",14,110,NA,1984
"2718","L. Polymenakos",14,110,NA,1984
"2719","Menke Ubbens",14,110,NA,1984
"2720","Uroš Seljak",14,110,NA,1984
"2721","A. Azaou",13,114,NA,1984
"2722","Henrik Dahlstrand",13,114,NA,1984
"2723","Torbjörn Söderberg",13,114,NA,1984
"2724","N. Lahyani",13,114,NA,1984
"2725","Johannes Grassberger",12,118,NA,1984
"2726","Frank D'Ippolito",12,118,NA,1984
"2727","E. Arrieta",12,118,NA,1984
"2728","M. T. Alzugaray Rodriguez",12,118,NA,1984
"2729","Aleksandar Zorović",12,118,NA,1984
"2730","M. Ziane",11,123,NA,1984
"2731","André Hiroshi Hayashi Alves",11,123,NA,1984
"2732","I. E. Ibanez",11,123,NA,1984
"2733","M. Perera Chang",11,123,NA,1984
"2734","Adonis Ioannides",11,123,NA,1984
"2735","Pavel Krtouš",11,123,NA,1984
"2736","Jussi Rahola",11,123,NA,1984
"2737","I. Castin",11,123,NA,1984
"2738","T. Apostolatos",11,123,NA,1984
"2739","Miguel Aparisi Botella",11,123,NA,1984
"2740","Karl Michael Göschka",10,133,NA,1984
"2741","Peter Grabner",10,133,NA,1984
"2742","Pekka Pitkänen",10,133,NA,1984
"2743","E. Panigirakis",10,133,NA,1984
"2744","A. Saadi",10,133,NA,1984
"2745","Pablo Novaes Ledieu",10,133,NA,1984
"2746","José Munoz",9,139,NA,1984
"2747","Adam Obdržálek",9,139,NA,1984
"2748","J. Buinnemeh",9,139,NA,1984
"2749","Andrés García Parilla",9,139,NA,1984
"2750","Henrik Simán",9,139,NA,1984
"2751","R. Bouckkeine",8,144,NA,1984
"2752","Karel Roiz Wilson",8,144,NA,1984
"2753","Mikael Staffas",8,144,NA,1984
"2754","Pavlos Neophytou",7,147,NA,1984
"2755","I. Korinthios",7,147,NA,1984
"2756","Harold de Boer",7,147,NA,1984
"2757","Miguel Brandt Sanz",7,147,NA,1984
"2758","Andrew Jenkins",6,151,NA,1984
"2759","Wilmar Ariza",6,151,NA,1984
"2760","N. Adrou Bakkali",6,151,NA,1984
"2761","Torbjörn Hamrelius",6,151,NA,1984
"2762","Hasna Riahi",6,151,NA,1984
"2763","H. M. S. A. Ahmad",5,156,NA,1984
"2764","Khalil Benhssein",5,156,NA,1984
"2765","Wiebe Kees Goodijk",5,156,NA,1984
"2766","A. Tejera Gómez",5,156,NA,1984
"2767","J. Secru",4,160,NA,1984
"2768","Carlos Eduardo Rodrigues Alves",4,160,NA,1984
"2769","Lily Yen",4,160,NA,1984
"2770","Pavlos Christodoulides",4,160,NA,1984
"2771","Kai Vuorilehto",4,160,NA,1984
"2772","Peter Röstin",4,160,NA,1984
"2773","A. Kihel",3,166,NA,1984
"2774","Daniel Alfaro Vigo",3,166,NA,1984
"2775","Miikka Heinäsmäki",3,166,NA,1984
"2776","Jarno Varteva",3,166,NA,1984
"2777","A. Eddahir",3,166,NA,1984
"2778","S. Charfi",3,166,NA,1984
"2779","T. Mkadmi",3,166,NA,1984
"2780","John Kramer",2,173,NA,1984
"2781","Aris Neophytou",2,173,NA,1984
"2782","Savvas Sideras",2,173,NA,1984
"2783","M. H. M. S. Al-Shayeri",2,173,NA,1984
"2784","W. Dachraout",2,173,NA,1984
"2785","O. Kossentini",2,173,NA,1984
"2786","Ch. Tersago",1,179,NA,1984
"2787","K. J. Sh. Al-Amiri",1,179,NA,1984
"2788","H. E. A. A. Nakhi",1,179,NA,1984
"2789","G. Génova Fuster",1,179,NA,1984
"2790","C. Rombouts",0,183,NA,1984
"2791","Elmar Paananen",0,183,NA,1984
"2792","M. Chilla",0,183,NA,1984
"2793","S. Garuglieri",0,183,NA,1984
"2794","R. Gianferri",0,183,NA,1984
"2795","D. Perret",0,183,NA,1984
"2796","D. Ponti",0,183,NA,1984
"2797","F. Riccardi",0,183,NA,1984
"2798","F. F. M. S. Al-Hajeri",0,183,NA,1984
"2799","J. A. J. Quaddoumi",0,183,NA,1984
"2800","Géza Kós",42,1,"Gold",1985
"2801","Daniel Tătaru",42,1,"Gold",1985
"2802","Gábor Megyesi",38,3,"Gold",1985
"2803","Nikolai Ivanov Chavdarov",37,4,"Gold",1985
"2804","Philippe Alphonse",36,5,"Gold",1985
"2805","Olga Leonteva",36,5,"Gold",1985
"2806","Andrew Hassell",35,7,"Gold",1985
"2807","Vasil Borisov Daskalov",35,7,"Gold",1985
"2808","Waldemar Horwat",35,7,"Gold",1985
"2809","Nguyễn Tiến Dũng",35,7,"Gold",1985
"2810","Hagen von Eitzen",34,11,"Gold",1985
"2811","Răzvan Gelca",34,11,"Gold",1985
"2812","Radu Negulescu",34,11,"Gold",1985
"2813","Jeremy Kahn",34,11,"Gold",1985
"2814","Ivan Kolev Dimitrov",32,15,"Silver",1985
"2815","Ulrich Meister",32,15,"Silver",1985
"2816","Mugurel Barcău",32,15,"Silver",1985
"2817","Matthew John Richards",32,15,"Silver",1985
"2818","Laurent Rosas",31,19,"Silver",1985
"2819","Louis Funar",31,19,"Silver",1985
"2820","Bjorn Poonen",31,19,"Silver",1985
"2821","Ori Ganor",29,22,"Silver",1985
"2822","Oleg Bondarenko",29,22,"Silver",1985
"2823","Anatoly Malevanets",29,22,"Silver",1985
"2824","David Grabiner",29,22,"Silver",1985
"2825","Lâm Tung Giang",29,22,"Silver",1985
"2826","Minh Tue Vo",28,27,"Silver",1985
"2827","Eckhard Müller",28,27,"Silver",1985
"2828","Géza Makai",28,27,"Silver",1985
"2829","Ehsan Emami",28,27,"Silver",1985
"2830","Andrei Paraschivescu",28,27,"Silver",1985
"2831","Huỳnh Minh Wu",28,27,"Silver",1985
"2832","Ian David Bede Stark",27,33,"Silver",1985
"2833","David Moews",27,33,"Silver",1985
"2834","John Graham",26,35,"Silver",1985
"2835","Jörg Jahnel",26,35,"Silver",1985
"2836","Rita Bán",26,35,"Silver",1985
"2837","Marcel Polakovič",25,38,"Silver",1985
"2838","Laurent Lafforgue",25,38,"Silver",1985
"2839","Marin Ivanov Marinov",24,40,"Silver",1985
"2840","Paul Tzermias",24,40,"Silver",1985
"2841","Batgerel Balt",24,40,"Silver",1985
"2842","Joseph Keane",24,40,"Silver",1985
"2843","Zvetoslav Alipiev Petrov",23,44,"Silver",1985
"2844","Jarmila Ranošová",23,44,"Silver",1985
"2845","Krzysztof Jeżevski",23,44,"Silver",1985
"2846","Adam Obdržálek",22,47,"Silver",1985
"2847","Volker Brundisch",22,47,"Silver",1985
"2848","Huỳnh Văn Thanh",22,47,"Silver",1985
"2849","Franz Merkl",21,50,"Bronze",1985
"2850","Peter Müller",21,50,"Bronze",1985
"2851","Wojcieh Derkowski",21,50,"Bronze",1985
"2852","Lev Ivanov",21,50,"Bronze",1985
"2853","Alasdair Grant",20,54,"Bronze",1985
"2854","Mário Arlindo Casarin Júnior",20,54,"Bronze",1985
"2855","Eric Veach",20,54,"Bronze",1985
"2856","Bruno Sauvalle",20,54,"Bronze",1985
"2857","Ingo Warnke",20,54,"Bronze",1985
"2858","Roman Drnovšek",20,54,"Bronze",1985
"2859","Angelika Drauschke",19,60,"Bronze",1985
"2860","Vasilios Missoulis",19,60,"Bronze",1985
"2861","Miklós Bóna",19,60,"Bronze",1985
"2862","Piotr Jędrzejewicz",19,60,"Bronze",1985
"2863","Mikael Staffas",19,60,"Bronze",1985
"2864","Cláudio José Morandini",18,65,"Bronze",1985
"2865","Martin Piotte",18,65,"Bronze",1985
"2866","Jorge Lodos Vigil",18,65,"Bronze",1985
"2867","Patrice Ossona de Mendez",18,65,"Bronze",1985
"2868","Patrice Sauvalle",18,65,"Bronze",1985
"2869","Colin Stahlke",18,65,"Bronze",1985
"2870","Saadi Abdelhamid",18,65,"Bronze",1985
"2871","Chilali Mahmoud",18,65,"Bronze",1985
"2872","Tadeusz Pezda",18,65,"Bronze",1985
"2873","Đỗ Huy Khánh",18,65,"Bronze",1985
"2874","Karl Michael Göschka",17,75,"Bronze",1985
"2875","Ján Šefčík",17,75,"Bronze",1985
"2876","Georg Hein",17,75,"Bronze",1985
"2877","Martin Härterich",17,75,"Bronze",1985
"2878","Nizar Lahiani",17,75,"Bronze",1985
"2879","Marcus George Moore",17,75,"Bronze",1985
"2880","Alexander Paul Selby",17,75,"Bronze",1985
"2881","Sašo Džeroski",17,75,"Bronze",1985
"2882","Shane Booth",16,83,"Bronze",1985
"2883","Michael Dimitriadis",16,83,"Bronze",1985
"2884","Claude Lion",16,83,"Bronze",1985
"2885","Frank D'Ippolito",16,83,"Bronze",1985
"2886","Ben Moonen",16,83,"Bronze",1985
"2887","Sihao Wu",16,83,"Bronze",1985
"2888","Konrad Piwakowski",16,83,"Bronze",1985
"2889","Ergun Uzal",16,83,"Bronze",1985
"2890","Dmitry Bibin",16,83,"Bronze",1985
"2891","John Reginald Longley",16,83,"Bronze",1985
"2892","Harold Steinacker",15,93,"Bronze",1985
"2893","Moses Klein",15,93,"Bronze",1985
"2894","Javier Pena",15,93,"Bronze",1985
"2895","Juan Pereira",15,93,"Bronze",1985
"2896","Daniel Alfaro Vigo",15,93,"Bronze",1985
"2897","Marios Papadopoulos",15,93,"Bronze",1985
"2898","György Birkás",15,93,"Bronze",1985
"2899","Sadok Kallel",15,93,"Bronze",1985
"2900","Taner Özçelik",15,93,"Bronze",1985
"2901","Ivaylo Marinov Nedelchev",14,102,NA,1985
"2902","Angel Ribalta Stanford",14,102,NA,1985
"2903","Isaak Maradidis",14,102,NA,1985
"2904","Zvi Arona",14,102,NA,1985
"2905","Raz Naot",14,102,NA,1985
"2906","Hallvard Furuseth",14,102,NA,1985
